rank,title,studio,gross,year
7729,Fast Charlie... the Moonbeam Rider,Uni.,"$444,334",1979
7730,In Secret,RAtt.,"$444,179",2014
7731,Upstream Color,erbp,"$444,098",2013
7732,Idiocracy,Fox,"$444,093",2006
7733,The Rainbow,Vest,"$444,055",1989
7734,The Hammer,ICir,"$443,591",2008
7735,Merci Pour le Chocolat,Emp.,"$443,238",2002
7736,Nadja,Oct.,"$443,169",1995
7737,Gypsy Caravan,Shad.,"$442,936",2007
7738,The Beautiful Country,SPC,"$442,813",2005
7739,Especially on Sunday,Mira.,"$442,676",1993
7740,"'Night, Mother",Uni.,"$441,863",1986
7741,The Town Is Quiet,NYer,"$441,664",2001
7742,Morons from Outer Space,Uni.,"$441,137",1985
7743,Don't Come Knocking,SPC,"$440,793",2006
7744,The Circle,Wins.,"$440,554",2001
7745,No One Killed Jessica,UTV,"$440,525",2011
7746,Sketches of Frank Gehry,SPC,"$439,309",2006
7747,Mishima: A Life in Four Chapters,WB,"$437,547",1985
7748,Savage Grace,IFC,"$435,746",2008
7749,Head-On (Gegen die Wand),Strand,"$435,395",2005
7750,Vision,Zeit.,"$435,274",2010
7751,Ferrari Ki Sawaari,Eros,"$434,107",2012
7752,I Want Your Money,Free,"$433,588",2010
7753,When Do We Eat?,Think,"$431,513",2006
7754,But Always (Yi Sheng Yi Shi),CL,"$430,760",2014
7755,Just the Ticket,MGM,"$430,404",1999
7756,Last Days in Vietnam,AEF,"$430,092",2014
7757,Track 29,Isld,"$429,028",1988
7758,Body Snatchers,WB,"$428,868",1994
7759,Beijing Love Story,CL,"$428,318",2014
7760,Break Ke Baad,Relbig.,"$427,628",2010
7761,If You Are the One 2 (Fei Cheng Wu Rao II),CL,"$426,894",2010
7762,The Hard Word,Lions,"$426,880",2003
7763,The Singing Revolution,Abr.,"$426,855",2007
7764,The Limits of Control,Focus,"$426,688",2009
7765,Josh,Eros,"$426,318",2000
7766,Conversations with God,IDP,"$425,045",2006
7767,Earth (1999),Zeit.,"$424,798",1999
7768,Drowning by Numbers,Mira.,"$424,773",1991
7769,Primer,Think,"$424,760",2004
7770,8 1/2 Women,Lions,"$424,123",2000
7771,Cold in July,IFC,"$423,223",2014
7772,Sound City,Vari.,"$422,853",2013
7773,Tiger Warsaw,Sony,"$422,667",1988
7774,Storyville,Fox,"$422,503",1992
7775,Porn Star: The Legend of Ron Jeremy,Mael.,"$421,516",2001
7776,Broken Wings,SPC,"$421,454",2004
7777,The Last Days,Oct.,"$421,432",1999
7778,Divine Intervention (2003),Avat.,"$421,343",2003
7779,Lymelife,Scre.,"$421,307",2009
7780,The Good Father,Skou,"$421,201",1987
7781,Baise-Moi,Wins.,"$420,224",2000
7782,Killing Zoe,Oct.,"$418,961",1994
7783,El Crimen Perfecto,Vita.,"$418,843",2005
7784,True Colors,Par.,"$418,807",1991
7785,The OH in Ohio,Cyan,"$418,689",2006
7786,The Eel,NYer,"$418,480",1998
7787,The German Doctor,Gold.,"$418,392",2014
7788,Aloha Summer,Spec.,"$418,379",1988
7789,Seraphim Falls,IDP,"$418,296",2007
7790,How to Get Ahead in Advertising,WB,"$418,053",1989
7791,"My Son, the Fanatic",Mira.,"$417,683",1999
7792,In the Realms of the Unreal,Wells,"$417,120",2004
7793,Interview,SPC,"$416,951",2007
7794,The Believer,IDP,"$416,925",2002
7795,The Eighth Day,Gram.,"$416,401",1997
7796,Desert Bloom,Col.,"$416,393",1986
7797,The Pirates,WGUSA,"$415,775",2014
7798,A Hijacking,Magn.,"$414,437",2013
7799,CQ,MGM,"$414,358",2002
7800,Wonderland (2000),USA,"$414,254",2000
7801,Grand Masti,Eros,"$413,903",2013
7802,3 Ninjas Knuckle Up,Sony,"$413,479",1995
7803,1998 Bugs Bunny Film Festival,WB,"$413,076",1998
7804,Godzilla (Original Japanese Version),Rialto,"$412,520",2004
7805,Seeking Justice,Anch.,"$411,746",2012
7806,Tuvalu,Indic.,"$411,678",2001
7807,Project Nim,RAtt.,"$411,184",2011
7808,Spun,NM,"$411,119",2003
7809,Number One with a Bullet,Can.,"$410,952",1987
7810,Phata Poster Nikla Hero,Eros,"$410,526",2013
7811,Hawayein,Meg.,"$409,978",2003
7812,A Girl Cut in Two,IFC,"$409,658",2008
7813,Mobsters and Mormons,Hale,"$409,604",2005
7814,Jude,Gram.,"$409,144",1996
7815,I'm Still Here,Magn.,"$408,983",2010
7816,Triumph of the Spirit,Triu,"$408,839",1989
7817,The Promotion,TRR,"$408,709",2008
7818,The 5th Quarter,RM,"$408,159",2011
7819,Sound of My Voice,FoxS,"$408,015",2012
7820,Journey to Shiloh,Uni.,"$407,500",1968
7821,Humpday,Magn.,"$407,377",2009
7822,Slamdance,Isld,"$406,881",1987
7823,Har dil jo Pyar Karega,Eros,"$406,235",2000
7824,The Square,App.,"$406,116",2010
7825,Little Secrets,IDP,"$405,792",2002
7826,Amandla!,Art.,"$405,331",2003
7827,Preaching to the Choir,Free,"$405,191",2006
7828,Intimacy,Emp.,"$405,094",2001
7829,Killer of Sheep (re-issue),Mile.,"$404,508",2007
7830,Antichrist,IFC,"$404,122",2009
7831,Wild Grass,SPC,"$403,952",2010
7832,Mother Night,FL,"$403,701",1996
7833,A Wake in Providence,Indic.,"$403,069",2005
7834,Snow Angels,WIP,"$402,858",2008
7835,The School of Flesh,Strat.,"$402,668",1999
7836,The Little Traitor,N/A,"$402,088",2009
7837,Pariah (2000),Indic.,"$402,000",2000
7838,Some Girls,MGM,"$401,421",1988
7839,Dillagi,Eros,"$401,245",1999
7840,My Life Without Me,SPC,"$400,948",2003
7841,Jindabyne,SPC,"$400,438",2007
7842,Mafioso (re-issue),Rialto,"$400,019",2007
7843,Bandit Queen,Arro.,"$399,748",1995
7844,La Belle Noiseuse,MK2,"$399,516",1991
7845,The Mystic Masseur,Think,"$399,110",2002
7846,Head in the Clouds,SPC,"$398,278",2004
7847,Transylmania,FullC,"$397,641",2009
7848,Four Days in September,Mira.,"$397,517",1998
7849,Swept from the Sea,Sony,"$397,020",1998
7850,"Still, We Believe: The Boston Red Sox Movie",Think,"$396,803",2004
7851,Yes,SPC,"$396,760",2005
7852,The Adjuster,OrionC,"$396,573",1992
7853,Ain't Them Bodies Saints,IFC,"$396,519",2013
7854,Golden Gate,Gold.,"$395,105",1994
7855,Dogfight,WB,"$394,631",1991
7856,Lucie Aubrac,USA,"$394,079",1999
7857,The Holcroft Covenant,Uni.,"$393,825",1985
7858,Jee Aayun Nu,Mus.,"$393,117",2002
7859,Hamara Dil Aapke Paas Hai,Eros,"$392,076",2000
7860,End of the Century: The Story of the Ramones,Magn.,"$391,950",2004
7861,Tiny Furniture,IFC,"$391,674",2010
7862,Bittersweet Motel,Villa,"$391,653",2000
7863,Subway,IsAl,"$390,659",1985
7864,Where the Day Takes You,NL,"$390,152",1992
7865,Detropia,LF,"$390,024",2012
7866,In the House,Cohen,"$389,757",2013
7867,Search and Destroy,Oct.,"$389,503",1995
7868,Brothers (2005),IFC,"$389,220",2005
7869,House of D,Lions,"$388,532",2005
7870,The Last Sin Eater,BPic,"$388,390",2007
7871,Touch,MGM,"$387,069",1997
7872,The End of Violence,MGM,"$386,673",1997
7873,The Well-Digger's Daughter,KL,"$386,368",2012
7874,Turtle: The Incredible Journey,Hann.,"$386,073",2011
7875,Sylvester,Col.,"$385,687",1985
7876,Little Manhattan,Fox,"$385,373",2005
7877,Where in the World Is Osama Bin Laden?,Wein.,"$384,955",2008
7878,Steam: Turkish Bath,Strand,"$384,793",1998
7879,Dirty Wars,IFC,"$384,473",2013
7880,"Scotland, PA",Lot47,"$384,098",2002
7881,American Heart,Trit,"$384,048",1993
7882,Copying Beethoven,MGM,"$384,029",2006
7883,The Armstrong Lie,SPC,"$383,294",2013
7884,Hesher,WHE,"$382,946",2011
7885,Swimming with Sharks,Trim.,"$382,928",1995
7886,Into the Arms of Strangers,WB,"$382,807",2000
7887,Sweet Talker,NL,"$382,510",1991
7888,The Quiet,SPC,"$381,420",2006
7889,Short Cut to Nirvana: Kumbh Mela,Mela,"$381,225",2004
7890,At Any Price,SPC,"$380,594",2013
7891,The Syrian Bride,Koch,"$380,505",2005
7892,Humpty Sharma Ki Dulhania,Relbig.,"$380,011",2014
7893,Khiladi 786,Eros,"$379,466",2012
7894,Conversations with Other Women,Fabr.,"$379,418",2006
7895,Introducing the Dwights,WIP,"$379,408",2007
7896,Head On,Strand,"$379,384",1999
7897,Streamers,UA,"$378,452",1983
7898,Blind Spot: Hitler's Secretary,SPC,"$378,382",2003
7899,Session 9,USA,"$378,176",2001
7900,Close to Eden,Mira.,"$377,832",1992
7901,Pride and Prejudice (2003),Excel,"$377,271",2003
7902,Hochelaga,Libre,"$376,714",2000
7903,The Hunting of the President,Reg.,"$376,612",2004
7904,Smashed,SPC,"$376,597",2012
7905,Piranha 3DD,W/Dim.,"$376,512",2012
7906,The Human Factor,MGM,"$376,050",1979
7907,Lajja,Eros,"$376,000",2001
7908,Personal Tailor,CL,"$375,892",2013
7909,3 Ninjas: High Noon at Mega Mountain,Sony,"$375,805",1998
7910,The Whole Wide World,SPC,"$375,757",1996
7911,The Game of Their Lives,IFC,"$375,750",2005
7912,Britannia Hospital,UA,"$375,713",1983
7913,Hurricane Streets,UA,"$375,634",1998
7914,Puella Magi Madoka Magica the Movie: Rebellion,Elev.,"$375,627",2013
7915,Asylum,ParC,"$375,403",2005
7916,Shooting Fish,FoxS,"$375,261",1998
7917,Fish Tank,IFC,"$374,675",2010
7918,Genghis Blues,Roxie,"$374,550",1999
7919,Annie Brocoli dans les fonds marin,TVA,"$374,360",2003
7920,The Decline of Western Civilization Part II: The Metal Years,NL,"$373,743",1988
7921,Miral,Wein.,"$373,420",2011
7922,Joe (2014),RAtt.,"$373,375",2014
7923,Keep the River on Your Right - A Modern Cannibal Tale,IFC,"$373,366",2001
7924,Movers and Shakers,MGM,"$372,438",1985
7925,Towelhead,WIP,"$372,124",2008
7926,The Star Maker,Mira.,"$371,674",1996
7927,Highwaymen,NL,"$371,396",2004
7928,The Bicycle Thief,AMJB,"$371,111",1949^
7929,Open Your Eyes,Art.,"$370,720",1999
7930,Light Years,Mira.,"$370,698",1988
7931,The Minus Man,Art.,"$370,668",1999
7932,Shadowboxer,Free,"$370,627",2006
7933,Nico and Dani,Avat.,"$370,562",2001
7934,Hava Nagila (The Movie),ICir,"$370,218",2013
7935,Me Myself I,SPC,"$369,975",2000
7936,Le Cercle Rouge (Re-issue),Rialto,"$369,970",2003
7937,Shootout at Wadala,Eros,"$369,573",2013
7938,Mooz-lum,PF,"$369,129",2011
7939,When Comedy Went to School,ICir,"$369,065",2013
7940,Lebanon,SPC,"$368,088",2010
7941,The Basket,North,"$367,098",1999
7942,The Oranges,ATO,"$366,377",2012
7943,The Animation Show,TAS,"$366,344",2003
7944,The Brown Bunny,Wells,"$366,301",2004
7945,She Hate Me,SPC,"$366,037",2004
7946,Baadasssss!,SPC,"$365,727",2004
7947,Thoda Pyaar Thoda Magic,Yash,"$365,401",2008
7948,Tera Jadoo Chal Gayaa,VidS,"$365,318",2000
7949,Palookaville,Gold.,"$365,284",1996
7950,Real Life,Par.,"$364,642",1979
7951,Deewane Huye Paagal,UTV,"$364,357",2005
7952,Nostradamus,OrionC,"$364,164",1994
7953,The Toxic Avenger Part III: The Last Temptation of Toxie,Troma,"$363,561",1989
7954,The Adventures of Felix,Wells,"$363,409",2001
7955,Breathless (2010 re-issue),Rialto,"$363,031",2010
7956,The Source,Wells,"$362,649",1999
7957,La Riviere aux Castors,All.,"$360,886",2008
7958,I'll Sleep When I'm Dead,ParC,"$360,759",2004
7959,Grateful Dawg,Sony,"$360,251",2001
7960,An Affair of Love,FL,"$359,050",2000
7961,Revolution,WB,"$358,574",1985
7962,Enduring Love,ParC,"$358,362",2004
7963,American Ninja 4: The Annihilation,Can.,"$358,047",1991
7964,City of Ghosts,UA,"$357,197",2003
7965,Artemisia,Mira.,"$356,749",1998
7966,Lovelace,RTWC,"$356,582",2013
7967,Poetry,Kino,"$356,149",2011
7968,Trust,FL,"$356,122",1991
7969,Iron and Silk,Mira.,"$356,077",1991
7970,Luck by Chance,AdL.,"$356,019",2009
7971,Omar,AF,"$356,000",2014
7972,The Lady,Cohen,"$355,391",2012
7973,My Name Is Joe,Art.,"$354,952",1999
7974,Buffalo Soldiers,Mira.,"$354,421",2003
7975,Love Is the Devil,Strand,"$354,004",1998
7976,Broadway: The Golden Age,Da.,"$353,580",2004
7977,Branded,RAtt.,"$353,513",2012
7978,Comment Ma Mere Accoucha de Moi Durant,All.,"$353,275",2003
7979,Like Dandelion Dust,BCR,"$352,810",2010
7980,The Princess of Montpensier,IFC,"$352,428",2011
7981,Lumumba,Zeit.,"$352,296",2001
7982,Weekend Warriors,MovE,"$351,623",1986
7983,"Black Cat, White Cat",USA,"$351,447",1999
7984,Everybody Wants to Be Italian,RAtt.,"$351,416",2008
7985,Kitchen Stories,IFC,"$351,235",2004
7986,Tokyo!,LibE,"$351,059",2009
7987,Singham,Relbig.,"$350,864",2011
7988,Chico & Rita,GK,"$350,524",2012
7989,Summer Heat,Atl,"$350,481",1987
7990,Since Otar Left,Zeit.,"$350,391",2004
7991,Wanted (2009),Eros,"$349,637",2009
7992,Two Evil Eyes,Tau,"$349,618",1991
7993,Marilyn Hotchkiss' Ballroom Dancing & Charm School,IDP,"$349,132",2006
7994,The Merry Gentleman,Gold.,"$347,977",2009
7995,Teeth,RAtt.,"$347,578",2008
7996,Billy: The Early Years of Billy Graham,RM,"$347,328",2008
7997,Green Street Hooligans,Free,"$346,830",2005
7998,The Family,Vest,"$346,730",1988
7999,The Angels' Share,IFC,"$346,669",2013
8000,The Deceivers,Cinc,"$346,297",1988
8001,The Second Jungle Book: Mowgli and Baloo,TriS,"$346,056",1997
8002,A Pyromaniac's Love Story,BV,"$345,972",1995
8003,Prison,NW,"$345,704",1988
8004,Dil Ka Rishtaa,Tips,"$345,649",2003
8005,I Think I Do,Strand,"$345,478",1998
8006,La Cage aux Folles 3,TriS,"$345,280",1986
8007,Kaal,Eros,"$345,091",2005
8008,American Adobo,Outr.,"$344,992",2002
8009,It Takes Two (1988),MGM,"$344,375",1988
8010,Windy City,WB,"$343,890",1984
8011,The United States of Leland,ParC,"$343,847",2004
8012,Tapeheads,Ave,"$343,786",1988
8013,Drinking Buddies,Magn.,"$343,341",2013
8014,Koch,Zeit.,"$342,941",2013
8015,A Werewolf Boy,CJ,"$342,922",2012
8016,Sleuth (2007),SPC,"$342,895",2007
8017,The Dying Gaul,Hole.,"$342,747",2005
8018,Le Chef,Cohen,"$342,667",2014
8019,Gori Tere Pyaar Mein,Relbig.,"$342,184",2013
8020,Venus in Fur,IFC,"$342,183",2014
8021,Creation,NM,"$341,323",2010
8022,Les Dangereux,Chri.,"$341,280",2002
8023,Jellyfish,Zeit.,"$341,221",2008
8024,Jimi: All Is By My Side,XL,"$340,911",2014
8025,Total Eclipse,FL,"$340,139",1995
8026,Starbuck (U.S. only),E1,"$340,058",2013
8027,Albino Alligator,Mira.,"$339,379",1997
8028,Happy People: A Year in the Taiga,MBox,"$338,987",2013
8029,Red Hook Summer,Vari.,"$338,803",2012
8030,Lorna's Silence,SPC,"$338,795",2009
8031,Chinese Puzzle,Cohen,"$338,523",2014
8032,Night Game,TWE,"$337,812",1989
8033,The Private Lives of Pippa Lee,Scre.,"$337,356",2009
8034,Don't Move,N.Arts,"$337,265",2005
8035,The Singing Detective,ParC,"$337,174",2003
8036,Kyon? Ho Gaya Pyu,Eros,"$336,909",2004
8037,Dark Obsession,Circ,"$336,811",1991
8038,Shaadi No. 1,Eros,"$336,772",2005
8039,Welcome to Collinwood,WB,"$336,620",2002
8040,Tout est Parfait,All.,"$336,569",2008
8041,I Origins,FoxS,"$336,472",2014
8042,Enter the Void,IFC,"$336,467",2010
8043,Talent for the Game,Par.,"$336,396",1991
8044,Kings of Pastry,FRun,"$336,386",2010
8045,Wooly Boys,MAC,"$335,726",2004
8046,Diana,EOne,"$335,359",2013
8047,The 2006 Academy Award Nominated Short Films,Magn.,"$335,090",2007
8048,Frankenstein Unbound,Fox,"$334,748",1990
8049,Chup Chup Ke,UTV,"$334,618",2006
8050,The Devil and Daniel Johnston,SPC,"$334,450",2006
8051,Welcome to Sarajevo,Mira.,"$334,319",1997
8052,Monument Ave.,Lions,"$333,760",1998
8053,The Memory of a Killer,SPC,"$333,707",2005
8054,The Guest (2014),PH,"$332,890",2014
8055,Gabrielle,IFC,"$332,829",2006
8056,The Assignment,Sony,"$332,597",1997
8057,Zinda,Eros,"$332,491",2006
8058,The First Grader,NGE,"$332,306",2011
8059,The Face of Love,IFC,"$332,225",2014
8060,Private Resort,TriS,"$331,816",1985
8061,Yuva,NEM,"$331,166",2004
8062,The Lady and the Duke,SPC,"$331,051",2002
8063,Lawless Heart,First,"$330,067",2003
8064,Zelary,SPC,"$330,033",2004
8065,Cheech,All.,"$329,972",2006
8066,This Is England,IFC,"$329,379",2007
8067,Kissed,Gold.,"$329,211",1997
8068,Monty Python Live at the Hollywood Bowl,Col.,"$327,958",1982
8069,Super,IFC,"$327,716",2011
8070,Viruddh,UTV,"$327,615",2005
8071,Liberal Arts,IFC,"$327,345",2012
8072,Nymphomaniac: Volume II,Magn.,"$327,167",2014
8073,The Road to Guantanamo,IDP,"$326,876",2006
8074,Come Undone,Pict.,"$326,484",2001
8075,Russian Dolls,IFC,"$326,095",2006
8076,Ju-On: The Grudge,Vita.,"$325,680",2004
8077,The Central Park Five,IFC,"$325,653",2012
8078,Stranger By the Lake,Strand,"$325,196",2014
8079,City of Men,Mira.,"$325,131",2008
8080,Camp (2013),Free,"$324,977",2013
8081,Les Enfants Du Marais,Lions,"$324,006",1999
8082,World Gone Wild,Lori,"$323,947",1988
8083,Me You Them,SPC,"$323,923",2001
8084,The Boys of Baraka,Think,"$323,860",2005
8085,The Education of Little Tree,Par.,"$323,411",1997
8086,Winter Sleepers,Wins.,"$323,041",2000
8087,The Cement Garden,Oct.,"$322,975",1994
8088,House of Cards,Mira.,"$322,871",1993
8089,The Last Waltz,UA,"$322,313",1978^
8090,Days of Glory,Wein.,"$320,700",2006
8091,A Film Unfinished,Osci.,"$320,486",2010
8092,Happy Together,Kino,"$320,319",1997
8093,TerrorVision,EP,"$320,256",1986
8094,Die Mommie Die!,Sun.,"$320,092",2003
8095,Winter Solstice,ParC,"$319,355",2005
8096,The Safety of Objects,IFC,"$319,299",2003
8097,Compliance,Magn.,"$319,285",2012
8098,Trading Mom,Trim.,"$319,123",1994
8099,Steve Harvey's Don't Trip... He Ain't Through with Me Yet!,Free,"$319,021",2006
8100,Adore,EXCL,"$318,982",2013
8101,Bride of the Wind,ParC,"$318,823",2001
8102,Bukowski: Born Into This,Magn.,"$318,816",2004
8103,Telling Lies in America,Ban.,"$318,809",1997
8104,The Yellow Handkerchief,Gold.,"$318,623",2010
8105,Thirst,Focus,"$318,574",2009
8106,Trekkies,ParC,"$318,246",1999
8107,Not Today,Free,"$318,121",2013
8108,Today's Special,Vita.,"$317,831",2010
8109,Saathiya,Yash,"$317,564",2002
8110,Lovers of the Arctic Circle,FL,"$317,422",1999
8111,The Salt of Life,Zeit.,"$317,405",2012
8112,On My Way,Cohen,"$317,324",2014
8113,Sweet Sixteen,Lions,"$316,319",2003
8114,Promised Land,Vest,"$316,199",1988
8115,Le Dernier Souffle,Lions,"$316,043",1999
8116,Under the Sun,Shad.,"$316,020",2001
8117,Crusoe,Isld,"$315,421",1989
8118,Elling,First,"$314,729",2002
8119,Pukar,Eros,"$314,701",2000
8120,America's Heart and Soul,BV,"$314,402",2004
8121,The Music of Chance,IRS,"$313,967",1993
8122,Grass,Una.,"$313,039",2000
8123,Back to 1942,CL,"$312,954",2012
8124,Tais-toi,Chri.,"$312,824",2004
8125,For the Bible Tells Me So,FRun,"$312,751",2007
8126,The Hornet's Nest,Free,"$312,706",2014
8127,L'Amour Fou,IFC,"$312,494",2011
8128,The Gatekeeper,Gat.,"$312,434",2003
8129,The Mill and the Cross,KC,"$312,187",2011
8130,The Flowers of War,WHE,"$311,434",2012
8131,Monster in a Box,FL,"$311,245",1992
8132,Hindustan Ki Kasam,Eros,"$310,330",1999
8133,West of Memphis,SPC,"$310,154",2012
8134,A Cat in Paris,GK,"$309,973",2012
8135,Dark Days,Palm,"$309,648",2000
8136,The Panama Deception,EPr,"$309,596",1992
8137,Adam & Steve,TLA,"$309,404",2006
8138,Love (2012),CL,"$309,200",2012
8139,"Bigger, Stronger, Faster*",Magn.,"$308,575",2008
8140,Masti,Eros,"$308,566",2004
8141,Pumpkin,MGM,"$308,552",2002
8142,The Slingshot,SPC,"$308,368",1994
8143,Never Again,Focus,"$307,631",2002
8144,Dot the I,Free,"$307,486",2005
8145,Intacto,Lions,"$307,333",2002
8146,The Addiction,Oct.,"$307,308",1995
8147,Lost and Delirious,Lions,"$307,233",2001
8148,Secuestro Express,Mira.,"$307,208",2005
8149,Whatever,SPC,"$307,037",1998
8150,A Five Star Life,MBox,"$306,917",2014
8151,This Film Is Not Yet Rated,IFC,"$306,845",2006
8152,Nico-Icon,Roxie,"$306,691",1995
8153,The Trip,TLA,"$306,567",2003
8154,Constellation,BPic,"$306,533",2007
8155,Hard Promises,Col.,"$306,319",1992
8156,Unmistaken Child,Osci.,"$306,140",2009
8157,Boarding School,Atl,"$306,061",1983
8158,Pretty Persuasion,IDP,"$305,800",2005
8159,Hair Show,Inn.,"$305,281",2004
8160,Khushi,Eros,"$305,205",2003
8161,Eleni,WB,"$305,102",1985
8162,Rapa Nui,WB,"$305,070",1994
8163,Elaine Stritch: Shoot Me,IFC,"$305,036",2014
8164,Me Without You,IDP,"$304,909",2002
8165,Four Lions,Drft.,"$304,616",2010
8166,Fido,RAtt.,"$304,533",2007
8167,Stolen (2012),MNE,"$304,318",2012
8168,The Holy Girl,FL,"$304,124",2005
8169,Being Elmo: A Puppeteer's Journey,SD,"$304,052",2011
8170,White Material,IFC,"$304,020",2010
8171,In the Land of Blood and Honey,FD,"$303,877",2011
8172,The Chocolate War,MCE,"$303,624",1988
8173,"OSS 117: Cairo, Nest of Spies",MBox,"$303,543",2008
8174,The Life Before Her Eyes,Magn.,"$303,439",2008
8175,Mood Indigo,Drft.,"$303,187",2014
8176,Holy Rollers,FInd.,"$303,064",2010
8177,Chalk,ArtsA,"$302,845",2007
8178,Linsanity,KE,"$302,645",2013
8179,Kabul Express,Yash,"$302,458",2006
8180,O'Horten,SPC,"$302,232",2009
8181,Mr. Jealousy,Lions,"$301,796",1998
8182,Lilies,Turb,"$301,548",1997
8183,God Grew Tired of Us,NM,"$301,447",2007
8184,"Like Father, Like Son (2014)",IFC,"$301,213",2014
8185,Crazy Love,Magn.,"$301,027",2007
8186,Armaan: The Desire,Eros,"$301,010",2003
8187,42 Up,FRun,"$300,880",1999
8188,White Water Summer,Col.,"$300,859",1987
8189,Different for Girls,First,"$300,645",1997
8190,Sukob (The Wedding Curse),ABS,"$300,454",2006
8191,Cronicas,Palm,"$300,322",2005
8192,London Dreams,Stu18,"$300,293",2009
8193,The Informers,SenD,"$300,000",2009
8194,Love's Labour's Lost,Mira.,"$299,792",2000
8195,SLC Punk!,SPC,"$299,569",1999
8196,Cotton Mary,AL,"$299,432",2000
8197,Festival in Cannes,ParC,"$299,171",2002
8198,Go Goa Gone,Eros,"$298,457",2013
8199,Silmido,CSr,"$298,347",2004
8200,Bulletproof Heart,Key.,"$297,415",1994
8201,Caterina in the Big City,Emp.,"$296,464",2005
8202,Room 237,IFC,"$296,359",2013
8203,Bonhoeffer,FRun,"$296,131",2003
8204,Ethan Frome,Mira.,"$296,081",1993
8205,Trixie,Sony,"$295,683",2000
8206,Freeway,Roxie,"$295,493",1996
8207,Riff-Raff,FL,"$295,444",1993
8208,Wet Hot American Summer,USA,"$295,206",2001
8209,Rent-A-Cop,King,"$295,000",1988
8210,Mickey,Slg.,"$294,758",2004
8211,Out Cold (1989),Hemd,"$294,266",1989
8212,Adoration,SPC,"$294,244",2009
8213,Love and Other Catastrophes,FoxS,"$294,212",1997
8214,Bliss (1997),Triu,"$294,064",1997
8215,Innocence (2014),JSC,"$294,039",2014
8216,A Woman in Berlin,Strand,"$294,014",2009
8217,The Dance of Reality,Abk.,"$293,680",2014
8218,Feast of July,BV,"$293,274",1995
8219,Taxi 9211,UTV,"$292,794",2006
8220,All Over Me,FL,"$292,577",1997
8221,Power and Terror: Noam Chomsky in Our Times,FRun,"$292,470",2002^
8222,Passengers,Sony,"$292,437",2008
8223,Luminarias,Latin,"$292,309",2000
8224,Simon Sez,IA,"$292,152",1999
8225,Passage to Zarahemla,Somr.,"$292,102",2007
8226,I'm Dancing as Fast as I Can,Par.,"$291,390",1982
8227,Carried Away,FL,"$290,978",1996
8228,Kings and Queen,Wells,"$290,973",2005
8229,Fraternity Row,Par.,"$290,674",1977
8230,The Aryan Couple,Slow,"$290,211",2005
8231,Scratch,Palm,"$289,885",2002
8232,Plain Clothes,Par.,"$289,323",1988
8233,Shootout at Lokhandwala,RBF,"$289,232",2007
8234,Sarfarosh,Eros,"$288,733",1999
8235,I Am David,Lions,"$288,552",2004
8236,The Last of Robin Hood,Gold.,"$288,545",2014
8237,Last Train Home,Zeit.,"$288,328",2010
8238,Something From Nothing: The Art of Rap,IM,"$288,312",2012
8239,American Pimp,7Art,"$287,724",2000
8240,Outrage,Magn.,"$287,198",2009
8241,Karthik Calling Karthik,Eros,"$286,409",2010
8242,Cold Steel,Cntl,"$285,885",1987
8243,Code 46,UA,"$285,585",2004
8244,No Problem,Eros,"$285,468",2010
8245,The Hero - Love Story of a Spy,VidS,"$285,394",2003
8246,You Will Be My Son,Cohen,"$285,151",2013
8247,Citizen Ruth,Mira.,"$285,112",1996
8248,Marius and Jeannette,NYer,"$285,038",1998
8249,Only Human,Magn.,"$284,961",2006
8250,Dil Kya Kare,Eros,"$284,856",1999
8251,The Doom Generation,Trim.,"$284,785",1995
8252,Cyclo,Lions,"$284,692",1996
8253,Powwow Highway,WB,"$283,747",1989
8254,Kill Me Again,Istr,"$283,694",1989
8255,Ten Canoes,Palm,"$283,654",2007
8256,The Duchess of Langeais,IFC,"$282,749",2008
8257,The Interrupters,CGld,"$282,448",2011
8258,Irma Vep,Zeit.,"$282,310",1997
8259,The King,Think,"$282,183",2006
8260,Wide Awake,Mira.,"$282,175",1998
8261,Green Dragon,Silv.,"$281,803",2002
8262,Life During Wartime,IFC,"$281,447",2010
8263,That Evening Sun,Free,"$281,350",2009
8264,Kundo: Age of the Rampant,WGUSA,"$280,958",2014
8265,Hate (La Haine),Gram.,"$280,859",1996
8266,The Battle of Shaker Heights,Mira.,"$280,351",2003
8267,That's Entertainment! III,MGM,"$280,163",1994
8268,Mad Love (2002),SPC,"$280,046",2002
8269,Twice Upon a Yesterday,Trim.,"$279,757",1999
8270,Blancanieves,Cohen,"$279,735",2013
8271,American Hardcore,SPC,"$279,665",2006
8272,Equinox,IRS,"$279,627",1993
8273,Christmas in the Clouds,Slow,"$279,225",2005
8274,Glen Campbell... I'll Be Me,A23,"$279,000",2014
8275,Wrestling Ernest Hemingway,WB,"$278,720",1993
8276,Every Time We Say Goodbye,TriS,"$278,623",1986
8277,Smiling Fish & Goat on Fire,Strat.,"$278,492",2000
8278,Tokyo Sonata,Reg.,"$278,356",2009
8279,The Tempest,Mira.,"$277,943",2010
8280,Tokyo Decadence,N.Arts,"$277,845",1993
8281,Lady Jane,Par.,"$277,646",1986
8282,Solas,IDP,"$277,596",2000
8283,Something Special,PEC,"$277,405",1986
8284,Soul Kitchen,IFC,"$276,901",2010
8285,The Unknown Known,RTWC,"$276,497",2014
8286,Beefcake,Strand,"$276,259",1999
8287,Valentin,Mira.,"$275,968",2004
